Facility_Name,Reg_No,Address,Facility_Type_RAW,Facility_Type,Level,Bed_Capacity,County
BONITAS MEDICAL CENTRE,5541,P.O BOX 519-00618 RUARAKA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KIAMBU
BONYUNYU PRIME HEALTH CARE MATERNITY AND NURSING HOME,17276,P.O BOX 42-40501 IKONGE,NURSING HOME,NURSING HOME,LEVEL 3B,18,NYAMIRA
BOORES MEDICAL CENTRE,7461,P.O BOX 3288-01002 THIKA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KIAMBU
BOORES MEDICAL CENTRE.,1529,P.O BOX 3288-01002 THIKA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KIAMBU
BORA MEDICAL CLINIC,14719,P.O BOX 1187-50102 MUMIAS,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAKAMEGA
BORDER MEDICAL CENTRE,1353,P.O BOX 538-01100 KAJIADO,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAJIADO
BORDER VIEW MEDICAL CLINIC - ISIBANIA,15059,P.O BOX 68-40414 ISIBANIA,NURSING HOME,NURSING HOME,LEVEL 3B,25,MIGORI
BORNCARE MEDICAL CENTRE,6110,P.O BOX 1014- KANGUNDO,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MACHAKOS
BOSKEM MEDICAL CLINIC,14861,P.O BOX 1152-00502 KAREN,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
BOSONGO MEDICAL CENTRE,565,P.O BOX 2200-40200 KISII,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,83,KISII
BRAIN SPINE AND REHABILITATION HOSPITAL LTD,8159,P.O BOX 2488-00202 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,18,NAIROBI
BRANTLY MEDICAL CLINIC,17699,P.O BOX 826-30200 KITALE,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,TRANS NZOIA
BRASE CLINIC,2077,P.O BOX 1078-40400 SUNA- MIGORI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MIGORI
BREETONS MEDICAL CENTRE LIMITED,16558,P.O BOX 155-40700 KILGORIS,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,16,NAROK
BRIDGE FAMILY CARE AND CANCER CENTRE,5154,P.O BOX 7903-40100 KISUMU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISUMU
BRIDGING OUTPATIENT CLINIC,3149,P.O BOX 711-60600 MAUA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
BRIGHT CORNER MEDICAL CENTRE,15207,P.O BOX 320-20103 NJORO,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
BRIGHT SMILES CENTRE,15542,P.O BOX 55888-00100 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAIROBI
BRIGHTSIDE DRUG ABUSE REHABILITATION & TREATMENT CENTRE.,802,P.O BOX 16942-00620 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,20,NAIROBI
BRILLIAN DOCTORS PLAZA HOSPITAL,15233,P.O BOX 5881-30100 ELDORET,COTTAGE HOSPITAL,COTTAGE HOSPITAL,LEVEL 3B,25,BUNGOMA
BRILLIANCE CARE MEDICAL HOSPITAL,16568,P.O BOX 856-40600 SIAYA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,15,BUSIA
BRISIL MEDICAL CLINIC,6011,P.O BOX 1290-80100 MOMBASA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
BRISTOL PARK NURSING HOME -UTAWALA,4369,P.O BOX 9193-00200 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,12,NAIROBI
BRISTOL PARK HOSPITAL FEDHA,16791,P.O BOX 9193-00200 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,70,NAIROBI
BRISTOL PARK HOSPITAL MACHAKOS,14309,P.O BOX 9193-00200 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,70,MACHAKOS
BRISTOL PARK NURSING HOME,3105,P.O BOX 9193-00200 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,13,NAIROBI
BRO ANDRE MEDICAL CENTRE,7245,P.O BOX 58078-00200 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,42,NAIROBI
BRONJO MEDICAL CLINIC,18013,P.O BOX 30214-30400 ZIWA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,UASIN GISHU
BROOK HEALTH CLINIC,17358,P.O BOX 1139-01000 THIKA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
BROOKHOUSE SCHOOLS LIMITED,15431,P.O BOX 24987-00502 KAREN,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
BROOKLYN MEDICAL CENTRE,15085,P.O BOX 710-20400 BOMET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BOMET
BROOKS OF CHERITH MEDICAL AND NUTRITION CENTRE LIMITED,14691,P.O BOX 72-00202 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,25,NYANDARUA
BROOKS OF CHERITH MEDICAL AND NUTRITION CENTRE LIMITED,14898,P.O BOX 72-00202 NAIROBI,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,25,NAIROBI
BROTHERS OF ST.JOSEPH DISPENSARY,1986,P.O BOX 39-10104 MWEIGA,DISPENSARY,DISPENSARY,LEVEL 2,0,NYERI
BROWNS MEMORIAL MEDICAL CENTRE,6725,P.O BOX 54-30209 KIMININI,NURSING HOME,NURSING HOME,LEVEL 3B,16,TRANS NZOIA
BUBURI COMMUNITY HEALTH CLINIC,2472,P.O BOX 230-50406 FUNYULA,NURSING HOME,NURSING HOME,LEVEL 3B,15,BUSIA
BUCKNER FAMILY HOPE CLINIC,17065,P.O BOX 2520-50200 BUNGOMA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BUNGOMA
BUFFALOMALL DENTAL CLINIC,14424,P.O BOX 120-20100 NAKURU,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAKURU
BUGENGI CFW CLINIC,1963,P.O BOX 1630-00606 CLINIC,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BUSIA
BUKAAN DEEQ NURSING HOME LIMITED,14640,P.O BOX 46-70300 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,18,MANDERA
BUKAYA MEDICAL CENTRE,233,P.O BOX 983-50102 MUMIAS,NURSING HOME,NURSING HOME,LEVEL 3B,24,KAKAMEGA
BULBUL DENTAL CLINIC,5908,P.O BOX 43505-00100 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,KAJIADO
BULLA HAGAR DISPENSARY,2095,P.O BOX 808-70100 GARISSA,DISPENSARY,DISPENSARY,LEVEL 2,0,GARISSA
BULLE MEDICAL CENTRE,16910,P.O BOX 0606-70103 DADAAB,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,40,GARISSA
BULSHO HEALTHCARE LIMITED,16915,P.O BOX 254-70200 WAJIR,NURSING HOME,NURSING HOME,LEVEL 3B,15,WAJIR
BUMALA CFW CLINIC,1961,P.O BOX 1630-00606 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BUSIA
BUNA NURSING HOME,3393,P.O BOX 16317-00610 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,35,WAJIR
BUNGOMA WEMA CENTRE,5031,P.O BOX 2270-50200 BUNGOMA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,BUNGOMA
BUNGOMA WEST HOSPITAL,3310,P.O BOX 152-50200 BUNGOMA,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,63,BUNGOMA
BUNGOMA WEST HOSPITAL TOWN ANNEX BRANCH,15015,P.O BOX 152-50200 BUNGOMA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BUNGOMA
BUNGULE COMMUNITY HEALTH CENTRE,17152,P.O BOX 27-80307 80307,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,TAITA TAVETA
BUNYALA MEDICAL CLINIC,7367,P.O BOX 940-50100 KAKAMEGA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BUSIA
BUNYORE MEDICAL CENTRE LIMITED,16964,P.O BOX 73-50301 BUNYORE,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,10,VIHIGA
BURA SPRINGS FAMILY MEDICAL CENTRE LIMITED,18067,P.O BOX 29749-00100 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,TAITA TAVETA
BURA TANA NURSING HOME LIMITED,17456,P.O BOX 1538-70100 GARISSA,NURSING HOME,NURSING HOME,LEVEL 3B,25,TANA RIVER
BURHAN NURSING HOME,16584,P.O BOX 943-00610 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,15,NAIROBI
BURHANI MEDICAL SERVICES LTD,2618,P.O BOX 2234-01000 THIKA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
BURNT FOREST PRIVATE CLINIC,6137,P.O BOX 110-30102 BURNT FOREST,NURSING HOME,NURSING HOME,LEVEL 3B,14,UASIN GISHU
BURQA MEDICAL CLINIC,2345,P.O BOX 196-60700 MOYALE,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MARSABIT
BURUBURU DENTAL CENTRE,15035,P.O BOX 104205-00100 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAIROBI
BURUBURU SHALOM MEDICAL CLINIC,14894,P.O BOX 20624-00200 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
BURUBURU WOMEN & CHILDREN\'S CLINIC,7043,P.O BOX 14205-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
BUSH SMILES DENTAL CLINIC,17961,P.O BOX 49-00100 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAIROBI
BUSHIANGALA CHURCH OF GOD IN EAST AFRICA (KENYA) MISSION HEALTH CENTRE,3768,P.O BOX 46-50100 KAKAMEGA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAKAMEGA
BUSHRAA MEDICAL CENTRE,6425,P.O BOX 74-70101 HOLA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,10,TANA RIVER
BUSIA BASE BOARDER FAITH MEDICAL CENTRE,5833,P.O BOX 574-50400 BUSIA,NURSING HOME,NURSING HOME,LEVEL 3B,16,BUSIA
BUSIA DENTAL SOLUTIONS,6386,P.O BOX 51-50409 NAMBALE,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,BUSIA
BUSIA EQUATOR CLINIC,3916,P.O BOX 87-50400 BUSIA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BUSIA
BUSIA HEALTHSIDELAB MEDICAL CLINIC,7211,P.O BOX 155-50400 BUSIA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,BUSIA
BUSIA MEDICAL SPECIALISTS AND DIAGNOSTIC CENTRE,16193,P.O BOX 2310-50200 BUSIA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,8,BUSIA
BUSIANI MEDICAL CENTRE,5697,P.O BOX 19-00204 ATHI RIVER,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
BUSLE NURSING HOME,6343,P.O BOX 117-70300 MANDERA,NURSING HOME,NURSING HOME,LEVEL 3B,31,MANDERA
BUTE NURSING HOME,4292,P.O BOX 102180-00101 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,40,WAJIR
BUTULA MISSION HEALTH CENTRE,1159,P.O BOX 84-50405 BUTULA,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,34,BUSIA
BUURI MEDICAL CARE,16626,P.O BOX 1371-60200 MERU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MERU
BUYETI MEDICAL CENTRE,2148,P.O BOX 1154-00521 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,BUNGOMA
BWANA NI MWEMA MEDICAL CENTRE,16606,P.O BOX 202- ISEBANIA,NURSING HOME,NURSING HOME,LEVEL 3B,50,MIGORI
BWC INTERNATIONAL GATAMAIYU CLINIC,17098,P.O BOX 41- KAGWE,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
BWENA MEDICAL SERVICES,16759,P.O BOX 385- MAKUTANO (KAPENGURIA),MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,WEST POKOT
C.M.F AITONG HEALTH CENTRE,953,P.O BOX 110-20500 NAROK,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,NAROK
CA MEDLYNKS KENYA LIMITED,17335,P.O BOX 52-00606 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
CALIFORNIA MEDICAL CLINIC,1924,P.O BOX 96070-80110 MOMBASA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
CALVARY HOPE MEDICAL CENTRE,16452,P.O BOX 1646-50205 WEBUYE,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,16,BUNGOMA
CALVARY MEDICAL CENTRE,2014,P.O BOX 254711156679-20100 NAKURU,DISPENSARY,DISPENSARY,LEVEL 2,0,NAKURU
CAMEL HOSPITAL,4093,P.O BOX 254-70200 WAJIR,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,50,WAJIR
CAMP GARBA CATHOLIC DISPENSARY,3806,P.O BOX 319-60300 ISIOLO,DISPENSARY,DISPENSARY,LEVEL 2,0,ISIOLO
CAMPEL MEDICAL CENTRE,17113,P.O BOX 142-103030 WANGURU,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,EMBU
CANA FAMILY CLINIC AND RESOURCE CENTRE,1188,P.O BOX 55292-00200 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,18,NAIROBI
CANAAN HEALTH PROVIDERS LTD,3449,P.O BOX 26557-00100 NAIROBI,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,NAIROBI
CANCER CARE INTERNATIONAL,3940,P.O BOX 6493-00200 NAIROBI,BASIC HEALTH CENTRE,HEALTH CENTRE,LEVEL 3A,0,NAIROBI
CANCER CARE KENYA LIMITED,3089,P.O BOX 39173-00623 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
CANCER CARE LIMITED-UAP OLD MUTUAL TOWER,17864,P.O BOX 39173-00623 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
CANDY BREACH HEALTHCARE,7152,P.O BOX 28824-00200 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KIAMBU
CAPE DENTAL CLINIC LIMITED,7109,P.O BOX 61958-00200 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAIROBI
CAPITALCARE MEDICAL CENTRE LTD,14493,P.O BOX 9-50117 KOYONZO,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,18,KAKAMEGA
CARDINAL OTUNGA HEALTH CENTRE,17993,P.O BOX 6121-01000 THIKA,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,20,KIAMBU
CARE AND CURE DOCTORS PLAZA,17030,P.O BOX 113-40200 KISII,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KISII
CARE AND CURE HEALTH SERVICES,2384,P.O BOX 70057-00400 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,NAIROBI
CARE AND CURE HEALTH SERVICES LIMITED LIKONI ROAD,16345,P.O BOX 70057-00400 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
CARE AND CURE HEALTH SERVICES LIMITED THIKA,16346,P.O BOX 70057 -00400 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
CARE AND CURE HOSPITAL LTD,15778,P.O BOX 812-20100 NAKURU,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,70,KISII
CARE CATHOLIC DISPENSARY,857,P.O BOX 2-90403 KAMUWONGO,DISPENSARY,DISPENSARY,LEVEL 2,0,KITUI
CARE HOSPITAL LTD,3862,P.O BOX 46041-00100 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,40,NAIROBI
CARE MEDICAL CLINIC,3018,P.O BOX 18123-20100 NAKURU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
CARE TECH MEDICAL LIMITED,6265,P.O BOX 104863-00101 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,30,KIAMBU
CARELINK MEDICAL CENTRE,16919,P.O BOX 783-00618 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
CAREMAX HEALTH LIMITED,6552,P.O BOX 70310-00622 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,KIAMBU
CAREMAX HEALTH LTD,16320,P.O BOX 70310-0622 JUJA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
CAREPLEX MEDICAL CLINIC,15986,P.O BOX 45114-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MACHAKOS
CAREPOINTE DENTAL SERVICES,16439,P.O BOX 19075-20100 NAKURU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
CARGO HUMAN CARE MEDICAL CENTRE,1908,P.O BOX 866-00900 KIAMBU,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,0,KIAMBU
CARITAS COMMUNITY HOSPITAL,4073,P.O BOX 1214-01000 THIKA,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,50,KIAMBU
CARITAS MARIANA MAG. WALTRAUD SCHULTZ MEMORIAL DISPENSARY,1271,P.O BOX 3657-01007 THIKA,DISPENSARY,DISPENSARY,LEVEL 2,0,KIAMBU
CARLIFONIA MEDICAL CENTRE,16702,P.O BOX 42-40326 RODI - KOPANY,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,HOMA BAY
CARMEL DISPENSARY KIMWANGA,17966,P.O BOX 1658-50200 BUNGOMA,DISPENSARY,DISPENSARY,LEVEL 2,0,BUNGOMA
CARPA MEDICAL CENTRE,16590,P.O BOX 905-10100 NYERI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NYERI
CASCADE OF HOPE COMMUNITY HEALTH CENTRE,16194,P.O BOX 8515-00200 NAIROBI,NURSING HOME,NURSING HOME,LEVEL 3B,15,NAIROBI
CASCARE ANNEX MEDICAL CENTRE,17275,P.O BOX 50-90139 EKALAKALA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
CASMED MEDICAL CENTER CHOGORIA,17685,P.O BOX 519-60400 CHUKA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,THARAKA NITHI
CASMED MEDICAL CENTRE KIBUGUA,17674,P.O BOX 519-60400 CHUKA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,THARAKA NITHI
CATHOLIC DISPENSARY DIMESSE SISTERS,175,P.O BOX 1676-20300 NYAHURURU,DISPENSARY,DISPENSARY,LEVEL 2,0,NYANDARUA
CATHOLIC DISPENSARY KATHONZWENI,99,P.O BOX 7-90302 KATHONZWENI,DISPENSARY,DISPENSARY,LEVEL 2,0,MAKUENI
CATHOLIC DISPENSARY MAKINDU,168,P.O BOX 222-90138 MAKINDU,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,MAKUENI
CATHOLIC DISPENSARY NGAREMARA,3825,P.O BOX 232-60300 ISIOLO,FAITH BASED DISPENSARY,FAITH BASED,LEVEL 2,0,ISIOLO
CATHOLIC HOSPITAL WAMBA,2381,P.O BOX 17-20603 WAMBA,FAITH BASED LEVEL 4 HOSPITAL,FAITH BASED,LEVEL 4,200,SAMBURU
CATHOLIC MISSION DISPENSARY MAKUENI,2865,P.O BOX 349-90300 MAKUENI,DISPENSARY,DISPENSARY,LEVEL 2,0,MAKUENI
CATHOLIC MISSION DISPENSARY WAJIR,1958,P.O BOX 441-70200 WAJIR,DISPENSARY,DISPENSARY,LEVEL 2,0,WAJIR
CATMAG MEDICAL CENTRE,1375,P.O BOX 411-00219 KARURI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KIAMBU
CCS MARSABIT CLINIC,1439,P.O BOX 51-60500 MARSABIT,DISPENSARY,DISPENSARY,LEVEL 2,0,MARSABIT
CDM-DIFATHAS CATHOLIC DISPENSARY,18093,P.O BOX 636-60100 EMBU,DISPENSARY,DISPENSARY,LEVEL 2,0,KIRINYAGA
CEDAR CLINIC ASSOCIATES,1368,P.O BOX 2670-30100 ELDORET,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,UASIN GISHU
CEDAR HOSPITAL,3332,P.O BOX 2670-30100 ELDORET,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,28,UASIN GISHU
CEDAR MEDICAL CLINIC,3006,P.O BOX 216-00209 LOITOKITOK,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAJIADO
CEFAMED HEALTH CARE CENTRE,16633,P.O BOX 69272-00610 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
CEFCARE MEDICAL CENTRE,6281,P.O BOX 548-40201 KEROKA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KAJIADO
CELESTIAL DENTAL CENTRE,3157,P.O BOX 23427-00100 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAIROBI
CELESTIAL DENTAL CLINIC - NAIVASHA,16852,P.O BOX 23427-00100 NAIROBI,DENTAL CLINIC,DENTAL CENTRE,LEVEL 2,0,NAKURU
CENTER MEDICAL CLINIC,1647,P.O BOX 18412-20100 NAKURU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
CENTRAL BANK OF KENYA KISUMU STAFF CLINIC,15724,P.O BOX 4-40100 KISUMU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,KISUMU
CENTRAL BANK OF KENYA STAFF CLINIC,7408,P.O BOX 60000-00200 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
CENTRAL BANK OF KENYA STAFF CLINIC MOMBASA,GK-015900,P.O BOX 86372-80100 MOMBASA,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,MOMBASA
CENTRAL BANK STAFF DISPENSARY-ELDORET BRANCH,GK-013678,P.O BOX 2710-30100 ELDORET,DISPENSARY,DISPENSARY,LEVEL 2,0,UASIN GISHU
CENTRAL DIALYSIS AND DIAGNOSTIC CENTRE LIMITED,3288,P.O BOX 3105-10140 NYERI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NYERI
CENTRAL MEMORIAL HOSPITAL LTD,582,P.O BOX 1734-01000 THIKA,HOSPITAL LEVEL 4,HOSPITAL,LEVEL 4,42,KIAMBU
CENTRAL RIFT MEDICAL CLINIC,6455,P.O BOX 1211-20100 NAKURU,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAKURU
CENTRE FOR HEART DISEASE AND DIABETES,15370,P.O BOX 3992-30200 KITALE,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,TRANS NZOIA
CENTRE FOR TROPICAL & TRAVEL MEDICINE,2467,P.O BOX 73548-00200 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,NAIROBI
CENTRE VIEW MEDICAL HEALTHCARE,5943,P.O BOX 29-40700 KAMURIAI,NURSING HOME,NURSING HOME,LEVEL 3B,20,BUSIA
CENTRES FOR COMMUNITY HEALTHCARE ACCESS,16161,P.O BOX 43411-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NAIROBI
CENTROC MEDICAL CLINIC,17848,P.O BOX 132-20600 MARALAL,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,LAIKIPIA
CFK TABITHA MATERNITY HOME,17302,P.O BOX 10763-00100 NAIROBI,MATERNITY HOME,MATERNITY HOME,LEVEL 3B,15,NAIROBI
CFW MBUVORE CLINIC,3060,P.O BOX 1630-00606 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,EMBU
CHAANI MEDICAL CLINIC,6113,P.O BOX 90502-80100 MOMBASA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MOMBASA
CHAKA MEDICAL CENTRE,5970,P.O BOX 2058-10100 NYERI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NYERI
CHAKA TIBA MEDICAL CLINIC,5717,P.O BOX 126-10102 NYERI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NYERI
CHALBEAT MEDICAL CENTRE,14375,P.O BOX 307-40100 KISUMU,NURSING HOME,NURSING HOME,LEVEL 3B,20,KISUMU
CHALIANA MEDICAL CENTRE,14726,P.O BOX 91279-80100 MOMBASA,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,0,MOMBASA
CHAMAKANGA MISSION DISPENSARY,16281,P.O BOX 22-50402 CHAMAKANGA,DISPENSARY,DISPENSARY,LEVEL 2,0,VIHIGA
CHAMALO MEDICAL CLINIC,15147,P.O BOX 459-80108 KILIFI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,10,KILIFI
CHAMPYONS MEDICAL CENTRE,16051,P.O BOX 40973-00100 NAIROBI,MEDICAL CLINIC,MEDICAL CENTRE / CLINIC,LEVEL 2,0,NANDI
CHANDARIA HEALTH CENTRE,GK-009189,P.O BOX 30108-00100 NAIROBI,HEALTH CENTRE,HEALTH CENTRE,LEVEL 3B,7,NAIROBI
CHANF COMMUNITY & FAMILY HEALTH SERVICES,16760,P.O BOX 12519-00100 NAIROBI,MEDICAL CENTRE,MEDICAL CENTRE / CLINIC,LEVEL 3A,14,KAJIADO
